pedido_id,route_id,stop_id,station_code,fecha,hora_salida_utc,tipo_parada,lat,lng,zone_id,distancia_deposito_km,num_paquetes,volumen_total_m3,volumen_promedio_m3,tiempo_servicio_seg,tiene_ventana_horaria,duracion_ventana_min,secuencia_real,capacidad_vehiculo_m3,retrasado_estimado
AMZ-10691,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,PQ,DLA5,2018-08-16,15:15:00,Dropoff,33.721415,-117.198042,A-1.3H,25.758,1,0.0009,0.0009,48.0,0,0.0,140,3.3131,0
AMZ-10692,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,PT,DLA5,2018-08-16,15:15:00,Dropoff,33.730742,-117.19984,A-2.3H,24.73,2,0.0131,0.0066,49.0,0,0.0,70,3.3131,0
AMZ-10693,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,QA,DLA5,2018-08-16,15:15:00,Dropoff,33.715998,-117.20391,A-1.1H,26.138,2,0.0267,0.0134,36.5,0,0.0,161,3.3131,0
AMZ-10694,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,QB,DLA5,2018-08-16,15:15:00,Dropoff,33.716334,-117.193161,A-1.3H,26.447,1,0.004,0.004,40.0,0,0.0,141,3.3131,0
AMZ-10695,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,QI,DLA5,2018-08-16,15:15:00,Dropoff,33.733951,-117.198633,A-2.2H,24.44,1,0.0026,0.0026,434.0,0,0.0,67,3.3131,0
AMZ-10696,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,QK,DLA5,2018-08-16,15:15:00,Dropoff,33.728133,-117.209971,A-2.3J,24.679,1,0.0079,0.0079,75.0,0,0.0,77,3.3131,0
AMZ-10697,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,QL,DLA5,2018-08-16,15:15:00,Dropoff,33.72798,-117.214106,A-2.3J,24.573,1,0.0006,0.0006,30.0,0,0.0,79,3.3131,0
AMZ-10698,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,QN,DLA5,2018-08-16,15:15:00,Dropoff,33.728081,-117.207181,A-1.1J,24.77,2,0.0169,0.0084,43.0,0,0.0,110,3.3131,0
AMZ-10699,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,QP,DLA5,2018-08-16,15:15:00,Dropoff,33.737129,-117.232968,A-2.3G,23.1,1,0.003,0.003,27.0,0,0.0,32,3.3131,0
AMZ-10700,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,QQ,DLA5,2018-08-16,15:15:00,Dropoff,33.743671,-117.23311,A-2.1G,22.394,1,0.006,0.006,29.0,0,0.0,43,3.3131,0
AMZ-10701,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,QZ,DLA5,2018-08-16,15:15:00,Dropoff,33.71822,-117.198728,A-1.2H,26.068,1,0.0035,0.0035,48.0,0,0.0,159,3.3131,0
AMZ-10702,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,RB,DLA5,2018-08-16,15:15:00,Dropoff,33.737929,-117.22588,A-2.2G,23.192,1,0.0038,0.0038,13.0,0,0.0,35,3.3131,0
AMZ-10703,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,RF,DLA5,2018-08-16,15:15:00,Dropoff,33.728093,-117.191666,A-1.3J,25.287,1,0.0004,0.0004,52.0,0,0.0,129,3.3131,0
AMZ-10704,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,RH,DLA5,2018-08-16,15:15:00,Dropoff,33.730748,-117.202832,A-2.3H,24.63,1,0.0047,0.0047,30.0,0,0.0,71,3.3131,0
AMZ-10705,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,RN,DLA5,2018-08-16,15:15:00,Dropoff,33.724359,-117.19951,A-2.1J,25.404,2,0.0033,0.0016,29.5,0,0.0,102,3.3131,0
AMZ-10706,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,RQ,DLA5,2018-08-16,15:15:00,Dropoff,33.727306,-117.204734,A-1.1J,24.928,2,0.0049,0.0024,27.5,0,0.0,114,3.3131,0
AMZ-10707,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,SC,DLA5,2018-08-16,15:15:00,Dropoff,33.737223,-117.224639,A-2.2G,23.3,1,0.0013,0.0013,30.0,0,0.0,37,3.3131,0
AMZ-10708,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,SD,DLA5,2018-08-16,15:15:00,Dropoff,33.745077,-117.22831,A-2.1G,22.366,1,0.0092,0.0092,23.0,0,0.0,45,3.3131,0
AMZ-10709,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,SE,DLA5,2018-08-16,15:15:00,Dropoff,33.735001,-117.228727,A-2.1E,23.432,1,0.0057,0.0057,55.0,0,0.0,5,3.3131,0
AMZ-10710,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,SI,DLA5,2018-08-16,15:15:00,Dropoff,33.72026,-117.212822,A-2.2J,25.426,1,0.0014,0.0014,60.0,0,0.0,91,3.3131,0
AMZ-10711,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,SK,DLA5,2018-08-16,15:15:00,Dropoff,33.727959,-117.211785,A-2.3J,24.643,2,0.0062,0.0031,60.5,0,0.0,80,3.3131,0
AMZ-10712,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,SM,DLA5,2018-08-16,15:15:00,Dropoff,33.741029,-117.226799,A-2.2G,22.837,2,0.0142,0.0071,55.5,0,0.0,42,3.3131,0
AMZ-10713,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,SU,DLA5,2018-08-16,15:15:00,Dropoff,33.713434,-117.197065,A-1.1G,26.62,1,0.0599,0.0599,60.0,0,0.0,174,3.3131,0
AMZ-10714,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,TF,DLA5,2018-08-16,15:15:00,Dropoff,33.737973,-117.230999,A-2.3G,23.057,3,0.0223,0.0074,31.3,0,0.0,33,3.3131,1
AMZ-10715,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,TI,DLA5,2018-08-16,15:15:00,Dropoff,33.734597,-117.235107,A-2.2E,23.323,1,0.0133,0.0133,33.0,0,0.0,17,3.3131,0
AMZ-10716,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,TR,DLA5,2018-08-16,15:15:00,Dropoff,33.712858,-117.200942,A-1.1G,26.558,1,0.0034,0.0034,61.0,0,0.0,169,3.3131,0
AMZ-10717,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,TT,DLA5,2018-08-16,15:15:00,Dropoff,33.742371,-117.224628,A-2.2G,22.753,1,0.0242,0.0242,35.0,0,0.0,41,3.3131,0
AMZ-10718,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,TV,DLA5,2018-08-16,15:15:00,Dropoff,33.720237,-117.201853,A-1.2H,25.758,1,0.0134,0.0134,30.0,0,0.0,157,3.3131,0
AMZ-10719,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,UB,DLA5,2018-08-16,15:15:00,Dropoff,33.738492,-117.224158,A-2.2G,23.178,1,0.0095,0.0095,27.0,0,0.0,36,3.3131,0
AMZ-10720,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,UE,DLA5,2018-08-16,15:15:00,Dropoff,33.726473,-117.199999,A-1.2J,25.168,1,0.0157,0.0157,86.0,0,0.0,118,3.3131,0
AMZ-10721,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,UF,DLA5,2018-08-16,15:15:00,Dropoff,33.740332,-117.209357,A-2.2H,23.421,1,0.0028,0.0028,48.0,0,0.0,56,3.3131,0
AMZ-10722,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,UH,DLA5,2018-08-16,15:15:00,Dropoff,33.747025,-117.226538,A-2.1H,22.206,1,0.0004,0.0004,71.0,0,0.0,51,3.3131,0
AMZ-10723,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,UN,DLA5,2018-08-16,15:15:00,Dropoff,33.74369,-117.22627,A-2.1G,22.568,1,0.003,0.003,41.0,0,0.0,48,3.3131,0
AMZ-10724,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,UR,DLA5,2018-08-16,15:15:00,Dropoff,33.737334,-117.239625,A-2.3E,22.927,3,0.0317,0.0106,79.0,0,0.0,20,3.3131,1
AMZ-10725,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,UW,DLA5,2018-08-16,15:15:00,Dropoff,33.724026,-117.205062,A-2.1J,25.261,1,0.0018,0.0018,49.0,0,0.0,96,3.3131,0
AMZ-10726,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,UX,DLA5,2018-08-16,15:15:00,Dropoff,33.74368,-117.227416,A-2.1G,22.539,1,0.0029,0.0029,79.0,0,0.0,46,3.3131,0
AMZ-10727,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,UY,DLA5,2018-08-16,15:15:00,Dropoff,33.733108,-117.232008,A-2.2E,23.555,2,0.0015,0.0008,18.0,0,0.0,14,3.3131,0
AMZ-10728,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,VL,DLA5,2018-08-16,15:15:00,Dropoff,33.731539,-117.199949,A-2.3H,24.644,2,0.0038,0.0019,104.0,0,0.0,68,3.3131,0
AMZ-10729,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,VM,DLA5,2018-08-16,15:15:00,Dropoff,33.719101,-117.206762,A-1.1H,25.725,1,0.084,0.084,61.0,0,0.0,164,3.3131,0
AMZ-10730,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,VS,DLA5,2018-08-16,15:15:00,Dropoff,33.73346,-117.20096,A-2.2H,24.411,1,0.0085,0.0085,52.0,0,0.0,66,3.3131,0
AMZ-10731,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,VY,DLA5,2018-08-16,15:15:00,Dropoff,33.73358,-117.232899,A-2.2E,23.483,2,0.0733,0.0367,27.5,0,0.0,19,3.3131,0
AMZ-10732,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,WC,DLA5,2018-08-16,15:15:00,Dropoff,33.716449,-117.21193,A-2.2J,25.855,1,0.0322,0.0322,62.0,0,0.0,94,3.3131,0
AMZ-10733,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,WE,DLA5,2018-08-16,15:15:00,Dropoff,33.727142,-117.212354,A-2.3J,24.712,3,0.0168,0.0056,35.0,0,0.0,81,3.3131,1
AMZ-10734,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,WP,DLA5,2018-08-16,15:15:00,Dropoff,33.721431,-117.208567,A-2.2J,25.426,1,0.0133,0.0133,25.0,0,0.0,95,3.3131,0
AMZ-10735,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,WS,DLA5,2018-08-16,15:15:00,Dropoff,33.738776,-117.238234,A-2.3E,22.802,1,0.0095,0.0095,86.0,0,0.0,21,3.3131,0
AMZ-10736,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,WW,DLA5,2018-08-16,15:15:00,Dropoff,33.717763,-117.191139,A-1.3H,26.368,1,0.0037,0.0037,42.0,0,0.0,142,3.3131,0
AMZ-10737,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,WZ,DLA5,2018-08-16,15:15:00,Dropoff,33.726251,-117.202081,A-1.2J,25.123,1,0.004,0.004,31.0,0,0.0,116,3.3131,0
AMZ-10738,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,XE,DLA5,2018-08-16,15:15:00,Dropoff,33.731582,-117.192281,A-1.3J,24.907,1,0.0179,0.0179,60.0,0,0.0,125,3.3131,0
AMZ-10739,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,XF,DLA5,2018-08-16,15:15:00,Dropoff,33.732726,-117.232728,A-2.2E,23.579,1,0.0039,0.0039,50.0,0,0.0,15,3.3131,0
AMZ-10740,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,XH,DLA5,2018-08-16,15:15:00,Dropoff,33.722901,-117.196835,A-1.3J,25.644,2,0.0027,0.0014,24.0,0,0.0,131,3.3131,0
AMZ-10741,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,XI,DLA5,2018-08-16,15:15:00,Dropoff,33.724641,-117.203831,A-2.1J,25.235,1,0.0019,0.0019,29.0,0,0.0,99,3.3131,0
AMZ-10742,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,XK,DLA5,2018-08-16,15:15:00,Dropoff,33.713557,-117.202697,A-1.1G,26.431,2,0.0079,0.004,30.0,0,0.0,172,3.3131,0
AMZ-10743,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,XQ,DLA5,2018-08-16,15:15:00,Dropoff,33.724663,-117.205214,A-2.1J,25.189,2,0.0103,0.0052,41.0,0,0.0,97,3.3131,0
AMZ-10744,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,XT,DLA5,2018-08-16,15:15:00,Dropoff,33.730848,-117.204639,A-2.3H,24.561,1,0.0226,0.0226,58.0,0,0.0,75,3.3131,0
AMZ-10745,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,XU,DLA5,2018-08-16,15:15:00,Dropoff,33.713113,-117.200964,A-1.1G,26.531,1,0.003,0.003,46.0,0,0.0,168,3.3131,0
AMZ-10746,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,XZ,DLA5,2018-08-16,15:15:00,Dropoff,33.737477,-117.234624,A-2.3G,23.024,1,0.0133,0.0133,38.0,0,0.0,30,3.3131,0
AMZ-10747,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,YF,DLA5,2018-08-16,15:15:00,Dropoff,33.717843,-117.206826,A-1.1H,25.856,3,0.0109,0.0036,13.7,0,0.0,165,3.3131,1
AMZ-10748,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,YI,DLA5,2018-08-16,15:15:00,Dropoff,33.697504,-117.197392,A-1.2G,28.278,1,0.0133,0.0133,28.0,0,0.0,183,3.3131,0
AMZ-10749,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,YN,DLA5,2018-08-16,15:15:00,Dropoff,33.734923,-117.230713,A-2.1E,23.391,2,0.0181,0.0091,25.0,0,0.0,7,3.3131,0
AMZ-10750,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,YO,DLA5,2018-08-16,15:15:00,Dropoff,33.738174,-117.236522,A-2.3E,22.905,4,0.0629,0.0157,20.8,0,0.0,26,3.3131,1
AMZ-10751,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,YT,DLA5,2018-08-16,15:15:00,Dropoff,33.727988,-117.208829,A-1.1J,24.729,1,0.006,0.006,30.0,0,0.0,111,3.3131,0
AMZ-10752,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,YY,DLA5,2018-08-16,15:15:00,Dropoff,33.727149,-117.213747,A-2.3J,24.671,2,0.0179,0.0089,21.0,0,0.0,83,3.3131,0
AMZ-10753,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,ZA,DLA5,2018-08-16,15:15:00,Dropoff,33.726304,-117.209022,A-1.1J,24.9,1,0.0045,0.0045,38.0,0,0.0,105,3.3131,0
AMZ-10754,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,ZC,DLA5,2018-08-16,15:15:00,Dropoff,33.726594,-117.199031,A-1.2J,25.187,1,0.0157,0.0157,45.0,0,0.0,119,3.3131,0
AMZ-10755,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,ZE,DLA5,2018-08-16,15:15:00,Dropoff,33.721485,-117.19302,A-1.3H,25.92,1,0.0133,0.0133,54.0,0,0.0,137,3.3131,0
AMZ-10756,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,ZF,DLA5,2018-08-16,15:15:00,Dropoff,33.724663,-117.205214,A-2.1J,25.189,2,0.0334,0.0167,60.5,0,0.0,100,3.3131,0
AMZ-10757,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,ZI,DLA5,2018-08-16,15:15:00,Dropoff,33.735774,-117.204422,A-2.2H,24.056,1,0.0104,0.0104,58.0,0,0.0,61,3.3131,0
AMZ-10758,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,ZN,DLA5,2018-08-16,15:15:00,Dropoff,33.733851,-117.23389,A-2.2E,23.431,1,0.0063,0.0063,31.0,0,0.0,18,3.3131,0
AMZ-10759,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,ZQ,DLA5,2018-08-16,15:15:00,Dropoff,33.695927,-117.194459,A-1.2G,28.533,1,0.0127,0.0127,40.0,0,0.0,184,3.3131,0
AMZ-10760,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,ZU,DLA5,2018-08-16,15:15:00,Dropoff,33.72449,-117.210981,A-2.2J,25.032,2,0.0105,0.0053,76.0,0,0.0,89,3.3131,0
AMZ-10761,RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,ZW,DLA5,2018-08-16,15:15:00,Dropoff,33.701178,-117.197908,A-1.2G,27.877,1,0.0092,0.0092,67.0,0,0.0,181,3.3131,0
AMZ-10762,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,AC,DBO1,2018-08-03,11:34:39,Dropoff,42.419737,-71.054033,C-4.1C,2.823,1,0.0021,0.0021,56.0,1,420.0,36,3.3131,0
AMZ-10763,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,AH,DBO1,2018-08-03,11:34:39,Dropoff,42.416717,-71.053389,C-4.2C,2.491,1,0.0057,0.0057,17.0,0,0.0,28,3.3131,0
AMZ-10764,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,BH,DBO1,2018-08-03,11:34:39,Dropoff,42.414295,-71.056005,C-4.2C,2.215,4,0.0327,0.0082,33.0,0,0.0,22,3.3131,0
AMZ-10765,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,BJ,DBO1,2018-08-03,11:34:39,Dropoff,42.414909,-71.060389,C-4.2C,2.318,5,0.0768,0.0154,49.6,0,0.0,19,3.3131,0
AMZ-10766,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,BT,DBO1,2018-08-03,11:34:39,Dropoff,42.414955,-71.05469,C-4.2C,2.289,3,0.0438,0.0146,80.7,0,0.0,26,3.3131,0
AMZ-10767,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,BZ,DBO1,2018-08-03,11:34:39,Dropoff,42.410679,-71.059456,C-4.2A,1.841,1,0.0012,0.0012,83.0,0,0.0,109,3.3131,0
AMZ-10768,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,CA,DBO1,2018-08-03,11:34:39,Dropoff,42.413735,-71.057662,C-4.2A,2.16,1,0.0092,0.0092,15.0,0,0.0,106,3.3131,0
AMZ-10769,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,CL,DBO1,2018-08-03,11:34:39,Dropoff,42.41362,-71.054062,C-4.3C,2.143,5,0.0531,0.0106,43.0,0,0.0,3,3.3131,0
AMZ-10770,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,CP,DBO1,2018-08-03,11:34:39,Dropoff,42.415585,-71.066489,C-5.2A,2.524,2,0.0614,0.0307,23.5,0,0.0,143,3.3131,0
AMZ-10771,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,CZ,DBO1,2018-08-03,11:34:39,Dropoff,42.414914,-71.061342,C-4.3A,2.333,1,0.0133,0.0133,35.0,0,0.0,84,3.3131,0
AMZ-10772,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,DC,DBO1,2018-08-03,11:34:39,Dropoff,42.415974,-71.064031,C-4.3B,2.5,3,0.0063,0.0021,28.3,0,0.0,71,3.3131,0
AMZ-10773,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,DJ,DBO1,2018-08-03,11:34:39,Dropoff,42.410313,-71.057539,C-4.1A,1.78,1,0.0104,0.0104,25.0,0,0.0,132,3.3131,0
AMZ-10774,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,DW,DBO1,2018-08-03,11:34:39,Dropoff,42.407925,-71.062173,C-4.1A,1.602,6,0.1561,0.026,80.3,1,420.0,120,3.3131,0
AMZ-10775,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,DY,DBO1,2018-08-03,11:34:39,Dropoff,42.4161,-71.06217,C-4.3B,2.476,1,0.006,0.006,27.0,0,0.0,69,3.3131,0
AMZ-10776,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,ED,DBO1,2018-08-03,11:34:39,Dropoff,42.418403,-71.053049,C-4.1C,2.68,2,0.077,0.0385,52.0,0,0.0,31,3.3131,0
AMZ-10777,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,EH,DBO1,2018-08-03,11:34:39,Dropoff,42.41634,-71.063188,C-4.3B,2.522,1,0.0026,0.0026,69.0,0,0.0,72,3.3131,0
AMZ-10778,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,EK,DBO1,2018-08-03,11:34:39,Dropoff,42.411431,-71.058217,C-4.3C,1.909,2,0.0164,0.0082,103.5,0,0.0,1,3.3131,0
AMZ-10779,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,EN,DBO1,2018-08-03,11:34:39,Dropoff,42.408003,-71.060649,C-4.1A,1.572,1,0.0034,0.0034,92.0,0,0.0,122,3.3131,0
AMZ-10780,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,EO,DBO1,2018-08-03,11:34:39,Dropoff,42.414495,-71.057322,C-4.2C,2.242,1,0.0034,0.0034,35.0,0,0.0,20,3.3131,0
AMZ-10781,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,ER,DBO1,2018-08-03,11:34:39,Dropoff,42.409755,-71.059568,C-4.1A,1.742,1,0.0033,0.0033,38.0,0,0.0,128,3.3131,0
AMZ-10782,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,ES,DBO1,2018-08-03,11:34:39,Dropoff,42.413612,-71.055947,C-4.2C,2.139,1,0.0429,0.0429,81.0,0,0.0,21,3.3131,0
AMZ-10783,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,ET,DBO1,2018-08-03,11:34:39,Station,42.394375,-71.055555,SIN_ZONA,0.0,0,0.0,0.0,0.0,0,0.0,0,3.3131,0
AMZ-10784,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,FD,DBO1,2018-08-03,11:34:39,Dropoff,42.414421,-71.058262,C-4.2C,2.24,3,0.0398,0.0133,60.3,0,0.0,17,3.3131,0
AMZ-10785,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,FE,DBO1,2018-08-03,11:34:39,Dropoff,42.408193,-71.05913,C-4.1A,1.564,6,0.0834,0.0139,37.8,0,0.0,123,3.3131,0
AMZ-10786,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,FO,DBO1,2018-08-03,11:34:39,Dropoff,42.416163,-71.060186,C-4.3B,2.452,1,0.0429,0.0429,51.0,0,0.0,67,3.3131,0
AMZ-10787,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,FU,DBO1,2018-08-03,11:34:39,Dropoff,42.410877,-71.06393,C-4.2A,1.96,2,0.0108,0.0054,41.5,0,0.0,113,3.3131,0
AMZ-10788,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,GD,DBO1,2018-08-03,11:34:39,Dropoff,42.411656,-71.056789,C-4.3C,1.924,1,0.0063,0.0063,43.0,0,0.0,2,3.3131,0
AMZ-10789,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,GK,DBO1,2018-08-03,11:34:39,Dropoff,42.419566,-71.055509,C-4.1B,2.801,3,0.0129,0.0043,80.3,1,480.0,43,3.3131,0
AMZ-10790,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,GU,DBO1,2018-08-03,11:34:39,Dropoff,42.411055,-71.061425,C-4.2A,1.916,3,0.0462,0.0154,26.7,0,0.0,101,3.3131,0
AMZ-10791,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,GW,DBO1,2018-08-03,11:34:39,Dropoff,42.418167,-71.060832,C-4.3B,2.681,2,0.002,0.001,49.0,0,0.0,65,3.3131,0
AMZ-10792,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,HD,DBO1,2018-08-03,11:34:39,Dropoff,42.422373,-71.055124,C-4.2B,3.113,2,0.0359,0.018,151.5,0,0.0,51,3.3131,1
AMZ-10793,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,HF,DBO1,2018-08-03,11:34:39,Dropoff,42.421053,-71.052849,C-4.1C,2.975,2,0.0119,0.006,41.0,0,0.0,39,3.3131,0
AMZ-10794,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,HG,DBO1,2018-08-03,11:34:39,Dropoff,42.41478,-71.06419,C-4.3A,2.377,2,0.0092,0.0046,75.5,1,420.0,78,3.3131,0
AMZ-10795,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,HH,DBO1,2018-08-03,11:34:39,Dropoff,42.417853,-71.05597,C-4.2C,2.611,3,0.0214,0.0071,84.0,0,0.0,12,3.3131,0
AMZ-10796,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,HS,DBO1,2018-08-03,11:34:39,Dropoff,42.414126,-71.053399,C-4.3C,2.203,3,0.0098,0.0033,33.7,0,0.0,4,3.3131,0
AMZ-10797,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,HT,DBO1,2018-08-03,11:34:39,Dropoff,42.420026,-71.05665,C-4.1B,2.854,1,0.0063,0.0063,34.0,0,0.0,48,3.3131,0
AMZ-10798,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,IB,DBO1,2018-08-03,11:34:39,Dropoff,42.407512,-71.063042,C-4.1A,1.585,2,0.019,0.0095,37.5,0,0.0,118,3.3131,0
AMZ-10799,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,IH,DBO1,2018-08-03,11:34:39,Dropoff,42.417938,-71.054283,C-4.1C,2.622,2,0.0043,0.0022,81.5,0,0.0,33,3.3131,0
AMZ-10800,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,IK,DBO1,2018-08-03,11:34:39,Dropoff,42.419329,-71.057769,C-4.1B,2.781,1,0.0054,0.0054,52.0,0,0.0,46,3.3131,0
AMZ-10801,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,IQ,DBO1,2018-08-03,11:34:39,Dropoff,42.41622,-71.062953,C-4.3B,2.504,1,0.0049,0.0049,32.0,1,480.0,70,3.3131,0
AMZ-10802,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,IS,DBO1,2018-08-03,11:34:39,Dropoff,42.411528,-71.06568,C-4.2A,2.081,2,0.043,0.0215,56.5,0,0.0,96,3.3131,0
AMZ-10803,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,IW,DBO1,2018-08-03,11:34:39,Dropoff,42.413351,-71.061272,C-4.3A,2.162,2,0.0049,0.0024,24.0,0,0.0,88,3.3131,0
AMZ-10804,RouteID_c47eb967-9ec7-4efa-9d72-eb3c0f5f90f5,IX,DBO1,2018-08-03,11:34:39,Dropoff,42.413021,-71.060147,C-4.3A,2.107,2,0.0092,0.0046,25.5,0,0.0,87,3.3131,0
